,Date,Open,High,Low,Close,Adj Close,Volume
230,2020-10-31,13546.532227,14028.213867,13457.530273,13780.995117,13780.995117,30306464719.0
231,2020-11-01,13780.995117,13862.033203,13628.37793,13737.109375,13737.109375,24453857900.0
232,2020-11-02,13737.032227,13808.323242,13243.160156,13550.489258,13550.489258,30771455468.0
233,2020-11-03,13550.451172,13984.981445,13325.441406,13950.300781,13950.300781,29869951617.0
234,2020-11-04,13950.488281,14218.766602,13580.47168,14133.707031,14133.707031,35116364962.0
235,2020-11-05,14133.733398,15706.404297,14102.088867,15579.848633,15579.848633,40856321439.0
236,2020-11-06,15579.729492,15903.4375,15226.839844,15565.880859,15565.880859,39837841971.0
237,2020-11-07,15565.880859,15737.095703,14423.203125,14833.753906,14833.753906,35024953706.0
238,2020-11-08,14833.753906,15637.320313,14744.110352,15479.567383,15479.567383,26632075029.0
239,2020-11-09,15479.595703,15785.136719,14865.529297,15332.31543,15332.31543,34149115566.0
240,2020-11-10,15332.350586,15450.329102,15124.959961,15290.902344,15290.902344,25574938143.0
241,2020-11-11,15290.90918,15916.260742,15290.006836,15701.339844,15701.339844,29772374934.0
242,2020-11-12,15701.298828,16305.003906,15534.771484,16276.34375,16276.34375,34175758344.0
243,2020-11-13,16276.44043,16463.177734,15992.152344,16317.808594,16317.808594,31599492172.0
244,2020-11-14,16317.808594,16317.808594,15749.193359,16068.138672,16068.138672,27481710135.0
245,2020-11-15,16068.139648,16123.110352,15793.53418,15955.587891,15955.587891,23653867583.0
246,2020-11-16,15955.577148,16816.181641,15880.706055,16716.111328,16716.111328,31526766675.0
247,2020-11-17,16685.691406,17782.919922,16564.544922,17645.40625,17645.40625,39006849170.0
248,2020-11-18,17645.191406,18393.949219,17352.90625,17804.005859,17804.005859,49064800278.0
249,2020-11-19,17803.861328,18119.546875,17382.554688,17817.089844,17817.089844,36985055355.0
250,2020-11-20,17817.083984,18773.226563,17765.794922,18621.314453,18621.314453,36992873940.0
251,2020-11-21,18621.316406,18936.621094,18444.359375,18642.232422,18642.232422,39650210707.0
252,2020-11-22,18642.232422,18688.96875,17671.384766,18370.001953,18370.001953,41280434226.0
253,2020-11-23,18370.017578,18711.425781,18000.796875,18364.121094,18364.121094,42741112308.0
254,2020-11-24,18365.015625,19348.271484,18128.65625,19107.464844,19107.464844,51469565009.0
255,2020-11-25,19104.410156,19390.964844,18581.146484,18732.121094,18732.121094,43710357371.0
256,2020-11-26,18729.839844,18866.285156,16351.035156,17150.623047,17150.623047,61396835737.0
258,2020-11-28,17112.933594,17853.939453,16910.652344,17717.414063,17717.414063,32601040734.0
259,2020-11-29,17719.634766,18283.628906,17559.117188,18177.484375,18177.484375,31133957704.0
260,2020-11-30,18178.322266,19749.263672,18178.322266,19625.835938,19625.835938,47728480399.0
261,2020-12-01,19633.769531,19845.974609,18321.921875,18802.998047,18802.998047,49633658712.0
262,2020-12-02,18801.744141,19308.330078,18347.71875,19201.091797,19201.091797,37387697139.0
263,2020-12-03,19205.925781,19566.191406,18925.785156,19445.398438,19445.398438,31930317405.0
264,2020-12-04,19446.966797,19511.404297,18697.193359,18699.765625,18699.765625,33872388058.0
265,2020-12-05,18698.384766,19160.449219,18590.193359,19154.230469,19154.230469,27242455064.0
266,2020-12-06,19154.179688,19390.5,18897.894531,19345.121094,19345.121094,25293775714.0
267,2020-12-07,19343.128906,19411.828125,18931.142578,19191.630859,19191.630859,26896357742.0
268,2020-12-08,19191.529297,19283.478516,18269.945313,18321.144531,18321.144531,31692288756.0
269,2020-12-09,18320.884766,18626.292969,17935.546875,18553.916016,18553.916016,34420373071.0
270,2020-12-10,18553.298828,18553.298828,17957.064453,18264.992188,18264.992188,25547132265.0
271,2020-12-11,18263.929688,18268.453125,17619.533203,18058.904297,18058.904297,27919640985.0
272,2020-12-12,18051.320313,18919.550781,18046.041016,18803.65625,18803.65625,21752580802.0
273,2020-12-13,18806.765625,19381.535156,18734.332031,19142.382813,19142.382813,25450468637.0
274,2020-12-14,19144.492188,19305.099609,19012.708984,19246.644531,19246.644531,22473997681.0
275,2020-12-15,19246.919922,19525.007813,19079.841797,19417.076172,19417.076172,26741982541.0
276,2020-12-16,19418.818359,21458.908203,19298.316406,21310.597656,21310.597656,44409011479.0
277,2020-12-17,21308.351563,23642.660156,21234.675781,22805.162109,22805.162109,71378606374.0
278,2020-12-18,22806.796875,23238.601563,22399.8125,23137.960938,23137.960938,40387896275.0
279,2020-12-19,23132.865234,24085.855469,22826.472656,23869.832031,23869.832031,38487546580.0
280,2020-12-20,23861.765625,24209.660156,23147.710938,23477.294922,23477.294922,37844228422.0
281,2020-12-21,23474.455078,24059.982422,22159.367188,22803.082031,22803.082031,45852713981.0
282,2020-12-22,22794.039063,23789.902344,22430.605469,23783.029297,23783.029297,44171632681.0
283,2020-12-23,23781.974609,24024.490234,22802.646484,23241.345703,23241.345703,51146161904.0
285,2020-12-25,23733.570313,24710.101563,23463.673828,24664.791016,24664.791016,42068395846.0
286,2020-12-26,24677.015625,26718.070313,24522.689453,26437.037109,26437.037109,48332647295.0
287,2020-12-27,26439.373047,28288.839844,25922.769531,26272.294922,26272.294922,66479895605.0
288,2020-12-28,26280.822266,27389.111328,26207.640625,27084.808594,27084.808594,49056742893.0
289,2020-12-29,27081.810547,27370.720703,25987.298828,27362.4375,27362.4375,45265946774.0
290,2020-12-30,27360.089844,28937.740234,27360.089844,28840.953125,28840.953125,51287442704.0
291,2020-12-31,28841.574219,29244.876953,28201.992188,29001.720703,29001.720703,46754964848.0
292,2021-01-01,28994.009766,29600.626953,28803.585938,29374.152344,29374.152344,40730301359.0
293,2021-01-02,29376.455078,33155.117188,29091.181641,32127.267578,32127.267578,67865420765.0
294,2021-01-03,32129.408203,34608.558594,32052.316406,32782.023438,32782.023438,78665235202.0
295,2021-01-04,32810.949219,33440.21875,28722.755859,31971.914063,31971.914063,81163475344.0
296,2021-01-05,31977.041016,34437.589844,30221.1875,33992.429688,33992.429688,67547324782.0
297,2021-01-06,34013.613281,36879.699219,33514.035156,36824.363281,36824.363281,75289433811.0
298,2021-01-07,36833.875,40180.367188,36491.191406,39371.042969,39371.042969,84762141031.0
299,2021-01-08,39381.765625,41946.738281,36838.636719,40797.609375,40797.609375,88107519480.0
300,2021-01-09,40788.640625,41436.351563,38980.875,40254.546875,40254.546875,61984162837.0
301,2021-01-10,40254.21875,41420.191406,35984.628906,38356.441406,38356.441406,79980747690.0
302,2021-01-11,38346.53125,38346.53125,30549.599609,35566.65625,35566.65625,123320567399.0
303,2021-01-12,35516.359375,36568.527344,32697.976563,33922.960938,33922.960938,74773277909.0
304,2021-01-13,33915.121094,37599.960938,32584.667969,37316.359375,37316.359375,69364315979.0
305,2021-01-14,37325.109375,39966.40625,36868.5625,39187.328125,39187.328125,63615990033.0
306,2021-01-15,39156.707031,39577.710938,34659.589844,36825.367188,36825.367188,67760757881.0
307,2021-01-16,36821.648438,37864.367188,35633.554688,36178.140625,36178.140625,57706187875.0
308,2021-01-17,36163.648438,36722.351563,34069.320313,35791.277344,35791.277344,52359854336.0
